_key,skill_id,skill_quality,skill_quality_view,hit_range,prepare,probability_init,probability_max,main_detail,season,skill_type,show_skill_type,counselor,side_only,special,name,description,target_description,skill_mark_type,flag,skill_quality_level,tag,brief_description,main_effect_id,main_effect_name,main_buff_type
200261,200261,4,50,1,0,100,100,20026101,0,1,0,0,0,0,胜敌益强,每回合行动时使自身恢复1次兵力（恢复率#effect_01#%，受防御属性影响），@第2、4、6回合@起，胜敌益强的恢复次数提升至2、3、4次，持续到战斗结束,自己,"3,",,A,4,每回合恢复自身兵力,402,休整,0
200262,200262,6,59,3,0,100,100,20026201,0,2,0,0,0,0,僭号天子,战斗开始后获得玉玺：我军全体受到的所有伤害的#subsk_210262_effect_01#%（受防御属性影响）由玉玺承担；第二回合起，每回合开始时玉玺对袁术造成其上一回合承担所有伤害，袁术仅受到来自玉玺伤害的50%，该比例每回合上升10%,我军全体,"4,",,S,,使我军全体受到的伤害降低，每回合使我军全体受到的部分伤害由玉玺承担，每回合袁术受到源自玉玺上一回合承担的部分伤害,122,子技能（有益）,0
200263,200263,5,56,5,1,35,35,20026301,4,3,0,0,0,1,火烧连营,准备1回合，使敌军全体陷入@1回合@的围困状态，随后对敌军单体造成@3@次火攻（伤害率#subsk_211263_effect_01#%，受谋略属性影响），每次目标独立判定，火攻会使目标受到的火攻和持续性伤害提升#subsk_211263_effect_02#%（受谋略属性影响），可叠加，持续到战斗结束；随后使敌军全体陷入燃烧状态（伤害率#subsk_210263_effect_14#%，受谋略属性影响），持续@1回合@$$陆逊发动此战法时，陷入燃烧状态调整为陷入恐慌状态（伤害率#subsk_212263_effect_14#%，受谋略属性影响），持续@1回合@,0,"2,","21,51",S,"2,5,3",1回合准备，使敌军全体陷入围困状态，对敌军单体造成策略攻击，使其受到伤害提升，并使敌军全体陷入燃烧状态,207,不可回复兵力,0
200264,200264,6,59,5,0,100,100,20026401,0,2,0,0,0,0,疲兵沮意,每回合开始时，为我军群体叠加2层避锐效果，在其受到伤害前，消耗1层避锐效果令该次伤害降低#subsk_217264_effect_01#%（受谋略属性影响），避锐效果生效后有@50%@几率令敌军单体陷入燃烧状态（伤害率#effect_21#%，受谋略属性影响），持续1回合，并使其后续受到疲兵沮意的燃烧伤害伤害率提升#subsk_214264_effect_01#%，可叠加至战斗结束,我军群体,"2,4",,S,,使我军全体受到的伤害降低，并在我军全体受到伤害后，使敌军单体陷入燃烧状态，并使其后续受到的燃烧伤害提升,210,命名flag,0
200265,200265,6,59,5,0,100,100,20026501,0,2,0,0,0,0,雅虑适时,第3、5、7回合开始时，令我军全体受到所有伤害降低#subsk_211265_effect_01#%（受谋略属性影响）并进入同心状态，同心状态下任一武将受到伤害时，其余处于同心状态下武将为其分摊@15%@受到的伤害，持续1回合,0,"4,",,A,,第3、5、7回合，令我军全体受到的伤害降低，任一武将受到伤害时，其余武将为其分摊伤害,122,子技能（有益）,0
200266,200266,6,59,2,0,100,100,20026601,0,2,0,0,0,0,怀橘遗亲,每回合开始时，降低自身和我军除大营外友军单体#subsk_210266_effect_01#点攻击、防御、谋略属性，并提升我军大营#subsk_211266_effect_01#点攻击、防御、谋略属性，持续至该回合结束,0,"4,",,C,,每回合使自身及我军大营外的友军单体的攻击属性、防御属性、谋略属性降低，使我军大营攻击属性、防御属性、谋略属性提升,122,子技能（有益）,0
200267,200267,4,50,3,0,40,40,20026701,4,3,0,0,0,0,敛众定气,移除我军全体的有害效果，立即为其恢复一定兵力（恢复率#effect_02#%，受谋略属性影响），并有@50%@几率使其免疫围困效果，持续2回合,0,"3,",41,A,"4,3",移除我军全体负面效果，恢复兵力，并免疫围困效果,513,镇静,0
200268,200268,6,59,5,0,50,50,20026801,0,3,0,0,0,0,忠克猛烈,本战法造成的伤害无视兵种相克及目标的防御属性；对敌军单体发动1次攻击（伤害率#effect_21#%），并使其陷入犹豫状态，持续1回合；直到陈到下回合行动前，目标每受到1次攻击伤害，陈到对其发动1次攻击(伤害率#subsk_212268_effect_11#%)，期间最多可触发2次,敌军单体,"1,","11,51,31",S,,对敌军单体造成1次攻击伤害，并使其陷入犹豫状态；下回合行动前，目标每受到1次攻击伤害，则对其再造成一次攻击伤害,122,子技能（有益）,0
200269,200269,6,59,5,0,100,100,20026901,0,2,0,0,0,0,举贤决机,首回合起，我军全体在被成功施加属性提升效果前，有#subsk_210269_prob_param_01#几率使其恢复一定兵力（恢复率#subsk_213269_effect_01#%，受谋略属性影响），敌军全体在被成功施加属性下降效果前，有#subsk_210269_prob_param_01#几率对其造成一次策略伤害（伤害率#subsk_214269_effect_01#%，受谋略属性影响），每种属性单独计算,敌我全体,"2,3",,S,,我军全体每被施加属性提升效果前，恢复其兵力；敌军全体每被施加属性下降效果前，对其造成一次策略攻击伤害,122,子技能（有益）,0
200270,200270,6,59,5,0,100,100,20027001,0,2,0,0,0,0,天子诏令,每回合开始时，随机选择一名敌军单体，使其受到所有伤害提升#subsk_210270_effect_13#%（受谋略属性影响），可叠加，持续至战斗结束，同时使友军全体本回合内主动战法的首次伤害或首次普通攻击，有#subsk_210270_effect_23#%几率选中该目标，无视距离；若回合结束前该敌军单体受到3次或以上伤害，则使其受到伤害提升效果额外叠加一次，并使其全属性下降#subsk_212270_effect_03#（受谋略属性影响），可叠加，持续至战斗结束$$$每回合开始时，随机选择一名敌军单体，使其受到所有伤害提升#subsk_210270_effect_13#%（受谋略属性影响），可叠加，持续至战斗结束，同时使友军全体本回合内主动战法的首次伤害或首次普通攻击，有#subsk_210270_effect_23#%几率选中该目标，无视距离；若回合结束前该敌军单体受到^2次或以上^伤害，则使其受到伤害提升效果额外叠加一次，并使其全属性下降#subsk_212270_effect_03#（受谋略属性影响），可叠加，持续至战斗结束,敌军单体,"4,",,S,,每回合使随机敌军单体受到的伤害提升，使友军全体本回合内主动战法的首次伤害或首次普通攻击，选中该目标；若回合内该目标受到3次或以上伤害，则受到伤害效果提升，并使其全属性下降$$$每回合使随机敌军单体受到的伤害提升，使友军全体本回合内主动战法的首次伤害或首次普通攻击，选中该目标；若回合内该目标^受到2次或以上伤害^，则受到伤害效果提升，并使其全属性下降,122,子技能（有益）,0
200271,200271,4,50,4,0,35,35,20027101,4,3,0,0,0,0,袭屯夺气,对敌军群体发动一次策略攻击（伤害率#effect_01#%，受谋略属性影响），并使其陷入恐慌状态，在被成功施加属性下降效果时损失一定兵力（伤害率#effect_02#%，受谋略属性影响），最多生效4次，每种属性单独计算,敌军群体,"2,","21,51",A,2,对敌军群体造成策略攻击，并使其陷入恐慌状态，若目标被施加属性下降效果，则额外损失一定兵力,302,策略攻击伤害,0
200272,200272,6,59,5,0,100,100,20027201,0,2,0,0,0,0,当敌制决,战斗开始后，使自身受到的伤害降低#effect_01#%；受到伤害后，使伤害来源受到的伤害提升#subsk_210272_effect_01#%（受防御属性影响），可叠加，持续至战斗结束,0,"4,",,S,,使自身受到的伤害降低；受到伤害后，使伤害来源受到的伤害提升,524,受到策略攻击伤害降低,0
200273,200273,6,59,5,0,40,40,20027301,0,3,0,0,0,0,率尔方雅,对自身以外的随机3名武将造成一次攻击伤害（伤害率#effect_01#%），若目标为友军，则使其造成的所有伤害提升#effect_02#%（受谋略属性影响），持续1回合，并使其立即对敌军群体发动一次攻击（伤害率#subsk_210273_effect_01#%）或策略攻击（伤害率#subsk_211273_effect_01#%，受谋略属性影响）伤害类型由该武将自身攻击和谋略较高值决定；若目标为敌军，则使其随机陷入犹豫、混乱、暴走、怯战状态中的一种，持续1回合,敌我群体（有效距离内3个目标）,"1,","11,31,51",A,,对自身以外的随机3名武将造成一次攻击伤害；若目标为友军，则使其造成的伤害提升，并对敌军群体造成一次攻击伤害或谋略伤害；若目标为敌军，则使其陷入犹豫、混乱、暴走、怯战中的一种,301,攻击伤害,0
200274,200274,4,50,5,0,100,100,20027401,0,1,0,0,0,0,以诱待来,受到任何伤害后，有#prob_param_01#几率挑衅伤害来源，使其在下次行动时普通攻击自身，持续1回合；每次受到处于挑衅状态下的武将造成的伤害时，恢复自身兵力，恢复率#subsk_213274_effect_01#%,0,"3,4",,A,"4,3",受到伤害后，挑衅敌军；受到陷入挑衅状态下敌军造成的伤害，恢复自身兵力,122,子技能（有益）,0
200275,200275,6,59,5,0,100,100,20027501,0,2,0,0,0,0,心战为上,使我军全体每对敌军造成一次伤害时，伤害目标士气降低5点，我军全体累计可触发9次；使我军全体对敌军造成攻击伤害后，借此恢复相当于伤害值#subsk_212275_effect_01#%（受谋略属性影响）的兵力,我军全体,"4,3",,A,,我军全体每对敌军造成一次伤害，使其士气降低；使我军全体对敌军造成攻击伤害后，借此伤害恢复自身兵力,122,子技能（有益）,0
200276,200276,4,50,5,0,100,100,20027601,4,2,0,0,0,0,除恶务尽,前三回合，令我军全体处于怯战状态下的武将受到的所有伤害降低#effect_01#%；战斗开始后第四回合起，使我军全体每回合有#prob_param_02#几率可以进行两次普通攻击，持续至战斗结束,我军全体,"4,",,S,3,前三回合使我军处于怯战的武将受到伤害降低；第四回合起，使我军全体处于连击状态,424,处于怯战状态受伤害降低,0
200277,200277,6,59,5,0,100,100,20027701,0,2,0,0,0,0,守静却敌,使我军全体受到的恢复效果提升#subsk_200277_effect_01#%（受谋略属性影响）；在第六回合、第八回合开始时，使我军全体对随机敌军单体造成一次策略伤害（伤害率#subsk_210277_effect_12#%，受谋略属性影响），每当我军武将受到一次恢复效果，使受到恢复的武将造成【守静却敌】的策略伤害时，伤害提升#subsk_200277_effect_02#%（受谋略属性影响），伤害提升效果至多可叠加15次,我军全体,"2,3",,A,,使我军全体受到的恢复效果提升；在第6、8回合，使我军全体对随机单体造成一次策略攻击伤害，我军全体受到的恢复次数越多，造成的伤害越高,281,受到恢复效果提高,0
200278,200278,6,59,5,0,100,100,20027801,0,2,0,0,0,0,佐命晋武,战斗开始后，我军全体士气提升时，造成的所有伤害提升#subsk_212278_effect_01#%（受谋略属性影响），持续至战斗结束，此效果最多叠加8次；每回合结束时，为我军兵力最低单体恢复2次兵力（恢复率#subsk_211278_effect_01#%，受谋略属性影响），每次目标独立判定,我军全体,"4,3",,A,,我军全体士气提升时，使其造成的伤害提升；回合结束后，恢复2次我军兵力最低单体的兵力，每次目标独立判定,122,子技能（有益）,0
200279,200279,6,59,5,0,30,65,20027901,0,3,0,0,0,0,奇门遁甲,使自身随机发动除自身外的敌我全体所有主动战法中的1个，跳过全部准备回合,自己,"4,",,A,,使自身随机发动除自身外的敌我全体所有主动战法中的1个，跳过全部准备回合,77,标记,0
200280,200280,4,50,1,0,100,100,20028001,4,1,0,0,0,0,令无空悬,战斗中，自身每次试图发动主动战法时，使造成的下一次主动战法伤害提升#subsk_210280_effect_01#%，此效果最多叠加@4@次；第1、3、5、7回合自身行动时，本回合内造成攻击或策略攻击伤害的主动战法发动率提升#subsk_211280_effect_02#%,0,"4,",,A,3,试图发动主动战法时，使下一次主动战法伤害提升；第1、3、5、7回合行动时，造成伤害的主动战法发动率提升,122,子技能（有益）,0
200281,200281,2,30,1,0,100,100,20028101,0,1,0,0,0,0,怯懦,过于胆怯，无法行动,0,"4,",,C,,过于胆怯，无法行动,901,无法行动,0
200282,200282,6,59,5,0,100,100,20028201,0,2,0,0,0,0,其徐如林,我军全体在正式回合后施加的策略伤害，在生效时会对目标相邻的敌军额外造成一次策略伤害（伤害率为原伤害率的#effect_12#%，受谋略属性影响），此比例每回合结束时额外提升#effect_03#%（受谋略属性影响），可叠加，持续至战斗结束,我军全体,"4,",,S,,我军全体造成策略伤害后，会对目标相邻的武将额外造成一定比例的伤害，此效果每回合提升,122,子技能（有益）,0
200283,200283,6,59,5,0,50,50,20028311,0,3,0,0,0,0,自擅江表,对友军群体发动一次攻击（伤害率#effect_01#%）并恢复自身一定兵力（恢复率#effect_11#%，受谋略属性影响），随后对敌军群体发动一次猛烈的策略攻击（伤害率#effect_21#%，受谋略属性影响），每次发动后，此策略攻击的伤害率增加#effect_32#%（受谋略属性影响），可叠加，持续至战斗结束,敌我群体,"2,1","11,21,41,51",S,,对友军群体发动一次攻击并恢复自身一定兵力，随后对敌军群体发动一次猛烈的攻击,401,急救,0
200284,200284,6,59,5,0,70,70,20028401,0,3,0,0,0,0,威震河朔,对敌军群体发动一次^策略攻击^（伤害率#effect_01#%，^受谋略属性影响^），使自身与友军单体的主动战法伤害提升#effect_12#%（受^谋略^属性影响），持续#available_round_12#。此战法每发动一次，其发动率降低#effect_24#%,0,"2,","21,51",A,,对敌军群体造成一次攻击伤害，使自身与友军单体造成的主动战法伤害提升,302,策略攻击伤害,0
200286,200286,6,59,5,0,100,100,20028601,0,2,0,0,0,0,知人待士,每回合行动时，有#prob_param_01#几率触发以下两种效果，两者独立判断：可使我军兵力最低单体恢复一定兵力（恢复率#subsk_210286_effect_01#%，受谋略属性影响）并使其受到所有伤害减少#subsk_210286_effect_02#%（受谋略属性影响），持续#subsk_210286_available_round_02#；可使自身对敌军兵力最低单体发动一次策略攻击（伤害率#subsk_211286_effect_01#%，受谋略属性影响），并使我军攻击属性最高单体对敌军单体发动一次攻击（伤害率#subsk_212286_effect_01#%）,我军单体,"3,4",,A,"4,3",每回合有几率恢复我军兵力并使其受到伤害减少，有几率使自身和友军单体对敌军发动一次攻击,122,子技能（有益）,0
200287,200287,6,59,5,0,40,40,20028701,0,3,0,0,0,0,举义诛暴,对敌军群体发动一次攻击（伤害率#effect_01#%），并使其全属性下降#effect_02#%（受攻击属性影响），敌军群体受到下@2@次伤害时，都有#subsk_210287_prob_param_01#几率陷入怯战、犹豫、混乱、暴走状态之一，持续#subsk_210287_available_round_01#,0,"1,","11,51",A,1,对敌军群体发动一次攻击，并使其全属性下降，并在受到伤害时有几率陷入怯战、犹豫、混乱、暴走状态,301,攻击伤害,0
200288,200288,6,59,5,0,100,100,20028801,0,1,0,0,0,0,勇挚刚毅,自身受到攻击伤害后，有#prob_param_01#几率对敌军单体发动一次攻击（伤害率#subsk_210288_effect_01#%），自身受到策略攻击伤害后，有#prob_param_02#几率对敌军群体发动一次攻击（伤害率#subsk_211288_effect_01#%）；当自身兵力首次低于初始兵力的@90%@、@80%@、@70%@和@60%@时，造成的攻击伤害提升#subsk_212288_effect_01#%（受攻击属性影响），受到恢复效果提升#subsk_212288_effect_02#%（受防御属性影响），此效果最多叠加@4@次；,0,"1,",,S,1,自身受到攻击伤害后，有几率对敌军单体发动一次攻击，自身受到策略攻击伤害后，有几率对敌军群体发动一次攻击，自身兵力降低时，造成的攻击伤害和受到的恢复效果提升,122,子技能（有益）,0
200289,200289,4,50,5,0,100,100,20028901,0,1,0,0,0,0,先声夺人,前3回合，每回合自身行动时有#subsk_210289_prob_param_01#几率回合内获得以下效果：进入连击状态；进入分兵状态（伤害率#subsk_210289_effect_02#%）；对敌军单体造成一次攻击伤害（伤害率#subsk_211289_effect_01#%）。每种效果独立判定,自己,"1,4",,A,"1,3",前3回合行动时有几率进入连击、分兵状态，有几率对敌军单体造成一次攻击伤害,122,子技能（有益）,0
200290,200290,6,59,5,0,100,100,20029001,0,1,0,0,0,0,九伐中原,自身发动主动战法后会对敌军群体发动一次攻击（伤害率#subsk_210290_effect_01#%）和策略攻击（伤害率#subsk_210290_effect_01#%，受谋略属性影响），本场战斗共计可发动九次；每回合开始时，自身造成所有伤害提升#effect_02#%（受谋略属性影响），可叠加，持续至战斗结束,敌军群体,"2,",,A,,自身发动主动战法后会对敌军群体发动一次攻击伤害和策略攻击伤害，本场战斗共计可发动九次；每回合开始时，自身造成所有伤害提升，持续至战斗结束,122,子技能（有益）,0
200291,200291,4,50,5,0,100,100,20029101,4,2,0,0,0,0,避锐治气,战斗开始后前4回合，我军群体受到伤害时，受到的伤害共计提升幅度每达到50%时，有#prob_param_02#几率触发以下效果：自身恢复一定兵力（恢复率#subsk_211291_effect_21#%），并使敌军随机单体造成的所有伤害降低#subsk_211291_effect_11#%，持续到战斗结束，伤害降低效果最多叠加9次；前4回合每回合结束时，我军群体将额外触发一次以上效果,我军群体（有效距离内2个目标）,"4,3",,S,"3,4",战斗开始后前4回合，我军群体受到伤害时，受到的伤害共计提升幅度每达到50%时，自身恢复一定兵力，并使敌军随机单体造成的所有伤害降低，持续到战斗结束，最多叠加9次；回合结束时，恢复效果和敌军单体伤害降低效果额外生效一次,122,子技能（有益）,0
200292,200292,6,59,6,0,40,40,20029201,4,4,0,0,0,0,万军取首,普通攻击后，对攻击目标再次发动猛烈攻击（伤害率#effect_01#%），第四回合起，会额外对5距离内敌军单体发动一次攻击（伤害率#effect_11#%），同时有#prob_param_21#几率额外对敌方大营再发动一次猛烈攻击（伤害率#subsk_210292_effect_01#%）,0,"1,","14,51",S,1,普通攻击后，对攻击目标再次发动猛烈攻击，第四回合起，会额外对1个敌军单体发动一次攻击，同时有几率额外对敌方大营再发动一次猛烈攻击,301,攻击伤害,0
200293,200293,5,56,5,0,100,100,20029301,4,2,0,0,0,1,定军山,使敌军群体各自首个主动或追击战法的造成的伤害大幅降低。第四回合自身行动时，使我军攻击属性最高单体下@1@次攻击类主动或追击战法发动率提升#subsk_211293_effect_11#%，同时使其主动战法的首次伤害或首次普通攻击有#subsk_211293_effect_17#%几率选中敌军大营$$黄忠发动此战法时，选中敌军大营的几率提升至#subsk_211293_effect_16#%,敌军群体（有效距离内2个目标）,"4,",,S,3,使敌军群体首个主动或追击战法的造成的伤害大幅降低。第四回合自身行动时，使我军攻击属性最高单体下1次攻击类主动或追击战法发动率提升，并使其主动战法的首次伤害或首次普通攻击有几率选中敌军大营,332,主动战法伤害降低,0
200294,200294,6,59,5,0,100,100,20029401,0,2,0,0,0,0,徽言龙凤,友军全体共计造成6次伤害后，使友军全体获得以下效果：士气提升#subsk_212294_effect_01#（受谋略属性影响）；每回合行动时造成的所有伤害提升#subsk_212294_effect_02#%（受谋略属性影响），可叠加；每回合行动时有#subsk_212294_prob_param_04#的几率对随机敌军单体造成1次攻击伤害（伤害率#subsk_213294_effect_01#%）或策略攻击伤害（伤害率#subsk_213294_effect_02#%，受谋略属性影响），由攻击或谋略属性中较高的属性决定,友军全体,"4,",,S,3,友军全体累计造成6次伤害后，友军全体获得以下效果：士气提升；每回合行动时提升伤害并造成一次攻击伤害或谋略伤害，伤害类型由攻击或谋略属性中较高属性决定,122,子技能（有益）,0
200295,200295,6,59,5,0,100,100,20029501,0,2,0,0,0,0,锦车持节,每回合开始前有#effect_02#%几率（受谋略属性影响）使敌军单体本回合内陷入以下两种状态之一：造成所有伤害大幅降低；陷入暴走状态，且攻击距离与主动战法距离-2。以上效果触发后，在回合结束时额外恢复我军兵力最低单体一定兵力（恢复率#subsk_214295_effect_01#%，受谋略属性影响）,敌军单体,"4,3",,S,"3,4",每回合开始前有几率使敌军单体本回合内陷入以下两种状态之一：造成所有伤害大幅降低；陷入暴走状态，且攻击距离与主动战法距离-2。随后恢复我军兵力最低单体一定兵力,122,子技能（有益）,0
200296,200296,6,59,5,0,100,100,20029601,0,2,0,0,0,0,敛微穷极,战斗开始后，令友军全体造成的策略伤害提升#effect_01#%（受谋略属性影响），每回合结束时降低1/6。同时友军全体造成策略伤害时，令其伤害率在原基础的#effect_03#%-#effect_02#%(上限受谋略属性影响）范围随机浮动，浮动范围每回合收敛1/6，最终第六回合收敛至#subsk_214296_effect_25#%(受谋略属性影响），持续到战斗结束,友军全体,"4,",,S,3,令友军全体造成策略伤害提升，每回合结束时降低。令友军全体造成策略伤害的伤害率在一定范围内随机变化，此范围比例每回合收敛,533,策略攻击伤害提高,0
200297,200297,6,59,5,0,100,100,20029701,4,1,0,0,0,0,蛮王御众,"令自身受到的所有伤害降低#effect_01#% (受防御属性影响)，前@2@回合援护友军全体；自身每受到@5@次伤害，则使友军攻击最高单体有#subsk_211297_prob_param_12#几率对敌军群体发动一次攻击（伤害率#subsk_213297_effect_01#%）；若友军兵种为蛮兵/藤甲兵/象兵,则该友军前@3@回合也享受自身来自蛮王御众伤害降低效果的一半，对其援护效果提升至@4@回合，蛮王御众令其发动攻击时，变为必定发动且伤害率额外增加#subsk_213297_effect_01#%。",自己,"4,",,A,"3,1",自身受到伤害降低，前2回合援护友军全体；自身每受到5次伤害令攻击属性最高的友军单体有几率对敌军群体发动一次攻击。若友军兵种为蛮兵/藤甲兵/象兵，则其也获得部分伤害降低效果，且自身援护回合提升，及友军触发的攻击伤害率提升,522,受到攻击伤害降低,0
200298,200298,5,56,5,0,100,100,20029801,4,2,0,0,0,1,七擒七纵,正式回合后，我军群体受到的前@7@次伤害或控制效果，每次都有#subsk_210298_prob_param_12#几率规避或抵御，7次结束后，有#subsk_211298_prob_param_13#几率使造成伤害累计最高的敌军单体下回合造成所有伤害大幅降低$$蜀阵营武将发动此战法时，7次结束后，使造成累计伤害最高的敌军单体下1回合防御属性降低#subsk_214298_effect_03#%,我军群体,"4,",,S,3,我军群体有几率规避伤害或抵御控制效果，随后使敌军造成伤害最高单体下回合造成伤害大幅降低,122,子技能（有益）,0
200299,200299,4,50,5,0,100,100,20029901,4,1,0,0,0,0,恃强淬锋,令自身受到策略伤害降低#subsk_210299_effect_01#%（受攻击属性影响），每次受到策略伤害时，降低@1/5@；每回合开始时或每次造成攻击伤害时，使自身造成的攻击伤害提高#subsk_210299_effect_02#%（受攻击属性影响），此效果最多叠加12次，持续到战斗结束,自己,"4,",,A,3,令自身受到策略类型伤害降低，受伤后减伤逐渐降低，同时每回合开始或造成攻击伤害时，使自身攻击伤害提升,122,子技能（有益）,0
200600,200600,2,30,1,0,100,100,20060001,0,2,0,0,0,0,木材收益提升,提高本场战斗木材收益,0,0,,D,,,601,木材收益提升,0
200601,200601,2,30,1,0,100,100,20060101,0,2,0,0,0,0,钱收益提升,提高本场战斗钱收益,0,0,,D,,,605,钱收益提升,0
200602,200602,2,30,1,0,100,100,20060201,0,2,0,0,0,0,经验提升,提高所有武将本场战斗经验值收益,0,0,,D,,,607,经验值收益提升,0
200603,200603,6,59,5,0,100,100,20060301,0,2,0,0,0,0,白楼独舞,战斗开始后前#available_round_01#，使敌军群体进行攻击和策略攻击时的伤害降低#effect_01#%（受谋略属性影响），此效果结束后，敌军将陷入暴走状态，进行无差别攻击，持续#available_round_03#,0,"4,",,S,,前3回合，使敌军群体造成的伤害降低，此效果结束后，使其陷入暴走状态,532,攻击伤害降低,0
200604,200604,5,49,4,0,35,35,20060401,0,3,0,0,0,0,乱离中宫,移除友军全体的有害效果，并使其攻击属性提高#effect_02#（受谋略属性影响），持续#available_round_02#,0,"4,",,C,,移除友军全体有害效果，并使其攻击属性提升,513,镇静,0
200605,200605,5,49,5,0,35,35,20060512,0,3,0,0,0,0,飘零红颜,以一定兵力为代价，对敌军群体发动一次策略攻击（伤害率#effect_12#%，受谋略属性影响），并使其的攻击距离-1，持续#available_round_13#,0,"2,","21,51",C,,以自身兵力为代价，对敌军群体造成一次策略攻击伤害，并使其攻击距离-1,302,策略攻击伤害,0
200606,200606,5,49,1,0,100,100,20060601,0,2,0,0,0,0,勇将继传,战斗开始后前#available_round_02#，使自身造成的伤害无视规避，在此期间，每回合都有#prob_param_01#进入分兵状态，普通攻击后同时对附近的敌军造成伤害（伤害率#effect_01#%）,0,"4,",,C,,前4回合，使自身造成的伤害无视规避，使自身进入分兵状态,545,分兵,0
200607,200607,6,59,5,0,100,100,20060701,0,2,0,0,0,0,帝临回光,战斗开始后@第3回合@起，以无法恢复兵力为代价，使自身攻击距离+1，并进入分兵状态（伤害率#effect_03#%，受谋略属性影响），同时令敌军群体处于恐慌中，每回合损失一定兵力（伤害率#effect_15#%，受谋略属性影响），持续直到战斗结束，恐慌效果造成的伤害无视规避,0,"1,",,A,,第3回合起，使自身无法恢复兵力，使自身攻击距离+1，并进入分兵状态，同时令敌军群体陷入恐慌状态，恐慌效果造成的伤害无视规避,207,不可回复兵力,0
200608,200608,5,49,1,0,100,100,20060801,0,1,0,0,0,0,陷阵营,战斗中使自身处于洞察状态，免疫混乱、犹豫、怯战、暴走和挑衅效果，攻城属性提高#effect_02#,0,"4,",,B,,使自身处于洞察状态，使自身攻城属性提升,511,洞察,0
200609,200609,5,49,1,0,30,30,20060901,0,3,0,0,0,0,伪帝,以每回合损失自身一定兵力为代价，使攻击属性提高#effect_02#，防御属性提高#effect_03#，持续#available_round_02#,0,"4,",,C,,以自身兵力为代价，使自身攻击属性、防御属性提升,304,恐慌,0
200610,200610,5,49,4,0,35,35,20061001,0,3,0,0,0,0,逆反毒杀,使敌军群体陷入恐慌及怯战状态，每回合损失一定兵力（伤害率#effect_01#%，受谋略属性影响），并且无法发动普通攻击，持续#available_round_02#,0,"2,4","21,31,51",A,,使敌军群体陷入恐慌及怯战状态,304,恐慌,0
200611,200611,5,49,1,0,100,100,20061101,0,2,0,0,0,0,老骥伏枥,战斗开始后@第3回合@直至战斗结束，自身行动时有#prob_param_01#的几率随机使自身的防御属性提高#effect_01#、攻击属性提高#effect_02#，持续@1回合@，或恢复一定兵力（恢复率#effect_03#%）,0,"4,",,B,,第3回合起，自身行动时使自身防御属性和攻击属性提升，或恢复自身兵力,102,防御属性提高,0
200612,200612,5,49,3,1,30,30,20061212,0,3,0,0,0,0,未出战法2,1回合准备时间，以一定兵力为代价，恢复友军全体一定兵力（恢复率#effect_12#%），并使其速度属性提高#effect_13#，持续#available_round_13#,0,0,41,C,,,401,急救,0
200613,200613,5,49,4,0,25,25,20061301,0,3,0,0,0,0,强弓连射,对目标发动2次攻击（伤害率#effect_01#%），并有#prob_param_03#的几率再度对目标发动最多2次攻击（伤害率#effect_03#%）,0,"1,","11,51",B,,对目标造成2次攻击伤害，并对目标再次造成最多2次的攻击伤害,301,攻击伤害,0
200614,200614,5,49,3,0,35,35,20061401,0,3,0,0,0,0,重谋,使我军单体的谋略属性提高#effect_01#（受谋略属性影响），防御属性提高#effect_02#（受谋略属性影响），持续3回合,0,"4,",,C,,使我军单体谋略属性、防御属性提高,103,谋略属性提高,0
200616,200616,5,49,6,0,25,35,20061612,0,4,0,0,0,0,苦肉计,以一定兵力为代价，普通攻击后使目标陷入混乱状态，持续#available_round_12#,0,"4,",34,C,,以自身兵力为代价，普通攻击后，使目标陷入混乱状态,501,混乱,0
200617,200617,5,49,3,0,100,100,20061701,0,2,0,0,0,0,王佐之才,战斗开始后前#available_round_01#，使我军群体受到攻击与策略攻击时的伤害降低#effect_01#%（受谋略属性影响）,0,"4,",,B,,前4回合，使我军群体受到的伤害降低,522,受到攻击伤害降低,0
200618,200618,4,41,1,0,100,100,20061801,0,1,0,0,0,0,高级远攻,自身攻击距离+2，并使攻击属性提高#effect_02#，防御属性提高#effect_03#,0,0,,B,,使自身攻击距离+2，并使自身攻击属性和防御属性提升,106,攻击距离提高,0
200619,200619,4,41,2,0,100,100,20061901,0,1,0,0,0,0,强攻兵法,使自身攻击属性提高#effect_01#（受谋略属性影响）,0,"4,",,C,3,使自身攻击属性提升,101,攻击属性提高,0
200620,200620,4,41,2,0,100,100,20062001,0,1,0,0,0,0,坚守兵法,使自身防御属性提高#effect_01#（受谋略属性影响）,0,"4,",,C,6,使自身防御属性提升,102,防御属性提高,0
200621,200621,4,41,2,0,100,100,20062101,0,1,0,0,0,0,速战兵法,使自身速度属性提高#effect_01#（受谋略属性影响）,0,"4,",,C,3,使自身速度属性提升,104,速度属性提高,0
200622,200622,4,50,1,0,100,100,20062201,0,2,0,0,0,0,不攻,在战斗中无法进行普通攻击，使自身发动策略攻击时造成的伤害提高#effect_02#%，并在每回合都会对有效距离5以内的敌军单体发动一次策略攻击（伤害率#subsk_210622_effect_01#%，受谋略属性影响）,0,"4,",,S,"2,3",自身无法普通攻击，使自身造成的策略伤害提升，并每回合对敌军单体造成策略攻击,952,不能普通攻击,0
