_key,detail_id,effect_id,effect_param,calc_pos,calc_param,attack_type,select_skill_param,target_type,select_type,flag_add_round,available_hit,hit_by_hit,init_effect_ratio,intel_param,constant_param,prob_init_param,prob_max_param,display_param,bind_flag,cast_condition,precondition,condition,lock_flag,add_count_max,report_show_type,report_id,custom_select_flag,buff_type,attack_max,target_country,select_attri,delay_round,delay_hit,available_round,clear_per_hit,attri_type,select_flag,inherent,value_add_max,shi_qi_affect,hide_conflict,prob_series,calc_type,effect_name
22023201,22023201,761,0,31,0,23,0,0,0,0,0,0,100,0,0,35,70,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,4,0,0,0,0,0,0,0,,,先手(预备)
22023202,22023202,102,0,0,0,23,0,0,0,0,0,0,50,2000,1500,100,100,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,4,0,0,0,0,0,0,0,,,防御属性提高
22023203,22023203,101,0,31,0,23,0,0,0,0,0,0,50,0,3000,100,100,0,0,0,0,0,200874,0,0,0,0,0,2,0,0,4,0,4,0,0,0,0,0,0,1,,,攻击属性提高
22069001,22069001,532,0,991,1,41,0,0,0,0,1,0,50,0,9000,100,100,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,,攻击伤害降低
22069012,22069012,301,0,0,0,43,0,0,0,0,1,0,50,0,50,100,100,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,,,攻击伤害
22069023,22069023,101,0,0,0,0,0,0,0,0,0,0,50,0,3000,100,100,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,1,,,攻击属性提高
22078701,22078701,106,0,0,0,0,0,0,0,0,0,0,100,0,1,100,100,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,10,0,0,0,0,0,0,0,,,攻击距离提高
22078702,22078702,522,0,992,0,0,0,0,0,0,0,0,50,0,64,50,50,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,10,0,0,0,0,0,0,0,,,受到攻击伤害降低
22078703,22078703,524,0,992,0,0,0,0,0,0,0,0,50,0,64,50,50,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,10,0,0,0,0,0,0,0,,,受到策略攻击伤害降低
22078704,22078704,104,0,31,0,0,0,0,0,0,0,0,50,0,3000,100,100,0,0,0,0,0,200873,0,0,0,0,0,1,0,0,0,0,3,0,0,0,0,0,0,1,,,速度属性提高
22082201,22082201,122,0,311,0,0,0,0,0,0,1,0,100,0,221822,100,100,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,,,子技能（有益）
22082202,22082202,122,0,311,0,0,0,0,0,0,1,0,100,0,221822,100,100,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,0,0,0,0,0,0,0,0,0,,,子技能（有益）
22082203,22082203,122,0,311,0,0,0,0,0,0,1,0,100,0,221822,100,100,0,0,0,0,0,0,0,0,0,0,0,1,0,0,5,0,0,0,0,0,0,0,0,0,,,子技能（有益）
22082204,22082204,122,0,311,0,0,0,0,0,0,1,0,100,0,221822,100,100,0,0,0,0,0,0,0,0,0,0,0,1,0,0,7,0,0,0,0,0,0,0,0,0,,,子技能（有益）
22082205,22082205,761,0,31,0,0,0,0,0,0,0,0,100,0,0,100,100,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,10,0,0,0,0,0,0,0,,,先手(预备)
22082206,22082206,104,0,31,0,0,0,0,0,0,0,0,50,0,3000,100,100,0,0,0,0,0,200873,0,0,0,0,0,1,0,0,0,0,3,0,0,0,0,0,0,1,,,速度属性提高
22083301,22083301,301,0,0,0,43,0,0,0,0,1,0,50,0,330,100,100,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,,,攻击伤害
22083312,22083312,301,0,0,0,43,0,0,0,0,1,0,50,0,225,100,100,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,1,0,0,0,0,,,攻击伤害
22083323,22083323,101,0,0,0,0,0,0,0,0,0,0,50,0,3000,100,100,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,1,,,攻击属性提高
22092401,22092401,127,0,992,1,21,0,0,5,0,0,0,100,0,150,100,100,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,,,伤害分摊
22092402,22092402,127,1,992,2,21,0,0,5,0,0,0,100,0,150,100,100,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,,,伤害分摊
22093201,22093201,301,0,0,0,11,0,0,9,0,0,0,50,0,100,100,100,0,0,0,0,0,0,0,1000,0,0,0,1,0,8,0,0,1,0,0,0,0,0,0,0,,,攻击伤害
22093202,22093202,302,0,0,0,11,0,0,9,0,0,0,50,200,20,100,100,0,0,0,0,0,0,0,1000,0,0,0,1,0,8,0,0,1,0,0,0,0,0,0,0,,,策略攻击伤害
22096001,22096001,401,0,0,0,23,0,0,0,0,1,0,50,160,21,100,100,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,,,急救
22096301,22096301,201,0,0,0,41,0,0,9,0,0,0,50,2500000,5000000,100,100,0,0,0,0,0,0,8,0,0,0,0,1,0,8,0,0,8,0,0,0,0,0,0,0,,,攻击属性降低
22096302,22096302,202,0,0,0,41,0,0,9,0,0,0,50,2500000,5000000,100,100,0,0,0,0,0,0,8,0,0,0,0,1,0,8,0,0,8,0,0,0,0,0,0,0,,,防御属性降低
22096303,22096303,203,0,0,0,41,0,0,9,0,0,0,50,2500000,5000000,100,100,0,0,0,0,0,0,8,0,0,0,0,1,0,8,0,0,8,0,0,0,0,0,0,0,,,谋略属性降低
22096401,22096401,207,0,0,0,99,0,0,0,0,0,0,100,0,100000000,100,100,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,,,不可回复兵力
22098001,22098001,301,0,0,0,99,0,0,0,0,1,0,50,0,100,100,100,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,,攻击伤害
22098012,22098012,122,0,0,0,0,0,0,0,0,1,0,100,0,230980,20,20,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,,子技能（有益）
22098301,22098301,302,0,0,0,43,0,0,0,0,1,0,50,325,90,100,100,0,0,4013,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,,,策略攻击伤害
22099501,22099501,103,0,0,0,0,0,0,0,0,0,0,50,0,6000,100,100,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,,,谋略属性提高
22099502,22099502,102,0,0,0,0,0,0,0,0,0,0,50,0,6000,100,100,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,,,防御属性提高
22099503,22099503,101,0,0,0,0,0,0,0,0,0,0,50,0,6000,100,100,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,,,攻击属性提高
22099601,22099601,301,0,0,0,43,0,0,0,0,1,0,50,0,460,100,100,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,,,攻击伤害
22100401,22100401,522,0,0,0,13,0,0,0,0,0,0,50,0,30,100,100,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,,,受到攻击伤害降低
22100402,22100402,524,0,0,0,13,0,0,0,0,0,0,50,0,30,100,100,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,,,受到策略攻击伤害降低
22100601,22100601,151,20100602,0,0,13,0,0,0,0,1,0,100,0,0,100,100,0,0,0,0,0,0,0,1110010,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,,,触发效果
22100801,22100801,302,0,0,0,113,0,0,0,0,1,0,50,200,56,100,100,0,0,322200801,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,,,策略攻击伤害
22119601,22119601,531,0,0,0,0,0,0,0,0,0,0,50,0,60,100,100,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,,,攻击伤害提高
22119602,22119602,533,0,0,0,0,0,0,0,0,0,0,50,0,60,100,100,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,,,策略攻击伤害提高
22182201,22182201,401,0,0,0,0,0,0,0,0,1,0,50,0,520,100,100,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,,急救
22200601,22200601,122,0,0,0,98,0,0,0,0,1,0,100,0,223006,100,100,0,0,0,0,0,0,0,101110010,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,,子技能（有益）
22200801,22200801,77,0,0,0,97,0,0,0,0,0,0,100,0,0,100,100,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,10,0,0,0,0,0,0,0,,,标记
22200812,22200812,151,20100802,0,0,98,0,0,0,0,1,0,100,0,0,100,100,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,,触发效果
22300601,22300601,531,0,0,0,98,0,0,0,0,0,0,50,3,1,100,100,0,0,0,0,0,0,7,0,0,0,0,1,0,0,0,0,10,0,0,0,0,0,0,0,,,攻击伤害提高
22300602,22300602,533,0,0,0,98,0,0,0,0,0,0,50,3,1,100,100,0,0,0,0,0,0,7,0,0,0,0,1,0,0,0,0,10,0,0,0,0,0,0,0,,,策略攻击伤害提高
22300603,22300603,524,0,992,0,98,0,0,0,0,0,0,50,3,1,100,100,0,0,0,0,0,0,7,0,0,0,0,1,0,0,0,0,10,0,0,0,0,0,0,0,,,受到策略攻击伤害降低
22300604,22300604,522,0,992,0,98,0,0,0,0,0,0,50,3,1,100,100,0,0,0,0,0,0,7,0,0,0,0,1,0,0,0,0,10,0,0,0,0,0,0,0,,,受到攻击伤害降低
22300801,22300801,122,0,0,0,0,0,0,0,0,1,0,100,0,221008,50,50,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,,子技能（有益）
22300811,22300811,152,22200801,0,0,113,0,0,0,0,1,0,100,0,0,100,100,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,,,移除效果
22300821,22300821,152,22200801,0,0,0,0,0,0,0,1,0,100,0,0,100,100,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,,移除效果
22400801,22400801,122,0,995,0,23,0,0,0,0,1,0,100,0,222008,100,100,0,0,0,0,0,0,0,100000000,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,,,子技能（有益）
22400802,22400802,152,22400801,32,0,23,0,0,0,0,1,0,100,0,0,100,100,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,,,移除效果
23096301,23096301,532,0,991,0,41,0,0,9,0,1,0,50,0,9000,100,100,0,0,2313,0,0,0,0,0,0,0,0,1,0,8,0,0,0,0,0,0,0,0,0,0,,,攻击伤害降低
23096302,23096302,534,0,991,0,41,0,0,9,0,1,0,50,0,9000,100,100,0,0,2313,0,0,0,0,0,0,0,0,1,0,8,0,0,0,0,0,0,0,0,0,0,,,策略攻击伤害降低
23098001,23098001,301,0,0,0,99,0,0,0,0,1,0,50,0,100,100,100,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,,攻击伤害
24010201,24010201,301,0,0,0,43,0,0,0,0,1,0,50,0,170,100,100,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,,,攻击伤害
24010202,24010202,201,0,0,0,43,0,0,0,0,0,0,50,0,4500,100,100,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,,,攻击属性降低
24010213,24010213,301,0,0,0,41,0,0,0,0,1,0,50,0,170,50,100,0,0,0,0,0,200878,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,,攻击伤害
24010501,24010501,301,0,0,0,43,0,0,0,0,1,0,50,0,175,100,100,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,,,攻击伤害
24010502,24010502,202,0,0,0,43,0,0,0,0,0,0,50,0,3000,100,100,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,,,防御属性降低
24010801,24010801,301,0,0,0,99,0,0,0,0,1,0,50,0,115,100,100,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,,攻击伤害
24010802,24010802,201,0,0,0,99,0,0,0,0,0,0,50,0,1500,100,100,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,,,攻击属性降低
24010901,24010901,301,0,0,0,99,0,0,0,0,1,0,50,0,165,100,100,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,,攻击伤害
24010902,24010902,202,0,0,0,99,0,0,0,0,0,0,50,0,2500,100,100,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,,,防御属性降低
24010903,24010903,532,0,0,0,99,0,0,0,0,0,0,50,0,70,100,100,0,0,0,0,0,200809,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,,,攻击伤害降低
24010904,24010904,534,0,0,0,99,0,0,0,0,0,0,50,0,70,100,100,0,0,0,0,0,200809,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,,,策略攻击伤害降低
24011101,24011101,531,0,0,0,0,0,0,0,0,0,0,50,0,30,100,100,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,,,攻击伤害提高
24011103,24011103,522,0,992,0,0,0,0,0,0,0,0,100,0,75,50,50,0,0,0,0,0,200808,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,,,受到攻击伤害降低
24011104,24011104,524,0,992,0,0,0,0,0,0,0,0,100,0,75,50,50,0,0,0,0,0,200808,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,,,受到策略攻击伤害降低
24011106,24011106,522,0,992,0,0,0,0,0,0,0,0,100,0,75,50,50,0,0,0,0,0,200876,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,,,受到攻击伤害降低
24011107,24011107,524,0,992,0,0,0,0,0,0,0,0,100,0,75,50,50,0,0,0,0,0,200876,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,,,受到策略攻击伤害降低
24011115,24011115,301,0,0,0,41,0,0,0,0,1,0,50,0,180,100,100,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,,攻击伤害
24011401,24011401,302,0,0,0,41,0,0,0,0,1,0,50,203,24,100,100,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,,策略攻击伤害
24011501,24011501,302,0,0,0,43,0,0,33,0,1,0,50,189,14,100,100,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,,,策略攻击伤害
24011601,24011601,302,0,0,0,43,0,0,33,0,1,0,50,490,35,100,100,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,,,策略攻击伤害
24011612,24011612,305,0,311,0,41,0,0,0,0,0,0,50,420,35,100,100,1,0,0,0,0,200872,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,,,燃烧
24011801,24011801,302,0,0,0,43,0,0,0,0,1,0,50,150,15,100,100,3,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,,,策略攻击伤害
24011802,24011802,305,0,311,0,43,0,0,0,0,0,0,50,150,15,100,100,3,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,,,燃烧
24011901,24011901,302,0,0,0,43,0,0,34,0,1,0,50,260,15,100,100,3,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,,,策略攻击伤害
24011902,24011902,305,0,311,0,43,0,0,34,0,0,0,50,260,15,100,100,3,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,1,0,0,0,0,0,0,0,,,燃烧
24012101,24012101,302,0,0,0,43,0,0,0,0,1,0,50,157,17,100,100,5,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,,,策略攻击伤害
24012102,24012102,201,0,0,0,43,0,0,0,0,0,0,50,2500,0,100,100,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,,,攻击属性降低
24012201,24012201,302,0,0,0,43,0,0,0,0,1,0,50,450,25,100,100,5,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,,,策略攻击伤害
24012202,24012202,201,0,0,0,43,0,0,0,0,0,0,50,2500,0,100,100,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,,,攻击属性降低
24012801,24012801,304,0,311,0,43,0,0,0,0,0,0,50,84,14,100,100,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,,,恐慌
24013401,24013401,402,0,311,0,13,0,0,33,0,0,0,50,155,25,100,100,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,,,休整
24013601,24013601,402,0,311,0,0,0,0,0,0,0,0,50,0,150,100,100,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,10,0,0,0,0,0,0,0,,,休整
24013801,24013801,401,0,0,0,23,0,0,33,0,1,0,50,195,20,100,100,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,,,急救
24019201,24019201,522,0,0,0,0,0,0,0,0,0,0,50,0,18,100,100,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,10,0,0,0,0,0,0,0,,,受到攻击伤害降低
24019202,24019202,524,0,0,0,0,0,0,0,0,0,0,50,0,18,100,100,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,10,0,0,0,0,0,0,0,,,受到策略攻击伤害降低
24020701,24020701,301,0,0,0,99,0,0,0,0,1,0,100,0,125,100,100,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,,攻击伤害
24022301,24022301,544,0,0,0,0,0,0,0,0,0,0,100,0,0,100,100,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,,,连击
24066601,24066601,303,0,311,0,41,0,0,0,0,0,0,50,0,125,100,100,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,,,动摇
24067101,24067101,301,0,0,0,43,0,0,33,0,1,0,50,0,145,100,100,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,,,攻击伤害
24067201,24067201,302,0,0,0,41,0,0,0,0,1,0,50,350,25,100,100,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,,策略攻击伤害
24067202,24067202,302,0,0,0,41,0,0,0,0,1,0,50,170,25,100,100,1,0,0,0,0,200807,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,,策略攻击伤害
24067203,24067203,302,0,0,0,41,0,0,0,0,1,0,50,170,25,100,100,1,0,0,0,0,200879,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,,策略攻击伤害
25000501,25000501,503,0,0,0,43,0,0,0,0,0,0,50,0,0,100,100,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,4,0,0,0,0,0,0,0,,,暴走
25000502,25000502,202,0,0,0,43,0,0,0,0,0,0,50,3500,1500,100,100,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,4,0,0,0,0,0,0,0,,,防御属性降低
25001901,25001901,544,0,0,0,0,0,0,0,0,0,0,50,0,0,100,100,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,10,0,0,0,0,0,0,0,,,连击
25001902,25001902,101,0,0,0,0,0,0,0,0,0,0,50,0,3000,100,100,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,10,0,0,0,0,0,0,0,,,攻击属性提高
25001903,25001903,122,0,31112,0,0,0,0,0,0,0,0,100,0,251019,100,100,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,10,0,0,0,0,0,0,0,,,子技能（有益）
25002101,25002101,301,0,0,0,41,0,0,0,0,1,0,50,0,150,100,100,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,,攻击伤害
25002103,25002103,521,0,0,0,41,0,0,0,0,0,0,50,15,14,100,100,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,1,0,0,0,0,0,,,受到攻击伤害提高
25002104,25002104,523,0,0,0,41,0,0,0,0,0,0,50,15,14,100,100,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,1,0,0,0,0,0,,,受到策略攻击伤害提高
25002112,25002112,301,0,0,0,41,0,0,0,0,1,0,50,0,150,100,100,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,,攻击伤害
25002401,25002401,302,0,0,0,43,0,0,0,0,1,0,50,370,5,100,100,1,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,,,策略攻击伤害
25002402,25002402,207,0,0,0,43,0,0,0,0,0,0,100,0,100000000,100,100,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,2,0,0,0,0,0,0,0,,,不可回复兵力
25003301,25003301,401,100000000,311,0,21,0,-30,6,0,1,0,100,0,9999,100,100,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,,,急救
25003302,25003302,551,0,311,0,21,0,-30,6,0,0,0,50,0,85,100,100,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,8,0,0,0,0,0,0,0,,,反击
25007201,25007201,101,0,0,0,23,0,0,0,0,0,0,50,2300,2000,100,100,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,2,0,0,0,0,0,0,0,,,攻击属性提高
25007202,25007202,102,0,0,0,23,0,0,0,0,0,0,50,2300,2000,100,100,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,2,0,0,0,0,0,0,0,,,防御属性提高
25007203,25007203,104,0,0,0,23,0,0,0,0,0,0,50,2300,2000,100,100,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,2,0,0,0,0,0,0,0,,,速度属性提高
25007204,25007204,103,0,0,0,23,0,0,0,0,0,0,50,2300,2000,100,100,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,2,0,0,0,0,0,0,0,,,谋略属性提高
25007215,25007215,714,0,994,0,23,0,0,0,0,3,0,100,0,0,50,50,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,,,规避(预备)
25008001,25008001,151,25008013,0,0,43,0,0,0,0,1,0,100,0,3,100,100,0,0,0,0,0,0,0,1,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,,,触发效果
25008012,25008012,302,0,0,0,41,0,0,1,0,1,0,50,350,15,100,100,0,0,0,0,0,0,0,0,0,0,0,1,0,8,0,0,0,0,0,0,0,0,0,0,,,策略攻击伤害
25008013,25008013,306,0,995,0,41,0,0,0,0,3,0,50,300,10,100,100,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,0,3,0,0,0,0,0,,,妖术
25008801,25008801,301,0,0,0,99,0,0,0,0,1,0,50,0,200,100,100,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,,攻击伤害
25008802,25008802,501,0,0,0,99,0,0,0,0,0,0,100,0,0,100,100,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,,,混乱
25068001,25068001,531,25068001,991,0,0,0,0,0,0,1,0,50,0,0,100,100,0,0,0,0,0,-1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,,攻击伤害提高
25068012,25068012,301,0,0,0,43,0,0,33,0,1,0,50,0,100,100,100,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,,,攻击伤害
25068013,25068013,505,0,0,0,43,0,0,33,0,0,0,100,0,0,100,100,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,,,挑衅
25068024,25068024,522,0,0,0,0,0,0,0,0,0,0,50,35,11,100,100,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,2,0,0,0,0,0,,,受到攻击伤害降低
25068025,25068025,151,25068001,0,0,0,0,0,0,0,1,0,100,0,0,100,100,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,,触发效果
25068101,25068101,201,0,0,0,41,0,0,9,0,0,0,50,30000000,25000000,100,100,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,4,0,1,0,0,0,0,0,,,攻击属性降低
25068102,25068102,203,0,0,0,41,0,0,9,0,0,0,50,30000000,25000000,100,100,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,4,0,1,0,0,0,0,0,,,谋略属性降低
25068103,25068103,204,0,0,0,41,0,0,9,0,0,0,50,30000000,25000000,100,100,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,4,0,1,0,0,0,0,0,,,速度属性降低
25068104,25068104,202,0,0,0,41,0,0,9,0,0,0,50,30000000,25000000,100,100,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,4,0,1,0,0,0,0,0,,,防御属性降低
25068105,25068105,301,0,0,0,41,0,0,9,0,1,0,50,0,300,100,100,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,,,攻击伤害
25072301,25072301,531,0,0,0,0,0,0,0,0,0,0,50,25,15,100,100,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,0,1,0,0,0,0,0,,,攻击伤害提高
25072302,25072302,515,0,0,0,0,0,0,0,0,0,0,100,0,0,100,100,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,0,0,0,0,0,0,0,,,无视规避
25072313,25072313,531,0,0,0,11,0,0,0,0,0,0,50,25,15,100,100,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,0,1,0,0,0,0,0,,,攻击伤害提高
25072314,25072314,515,0,0,0,11,0,0,0,0,0,0,100,0,0,100,100,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,0,0,0,0,0,0,0,,,无视规避
25072325,25072325,122,0,311,0,0,0,0,0,0,1,0,100,0,251723,100,100,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,,,子技能（有益）
25082501,25082501,522,0,0,0,0,0,0,0,0,0,0,50,35,16,100,100,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,2,0,0,0,0,0,,,受到攻击伤害降低
25082502,25082502,524,0,0,0,0,0,0,0,0,0,0,50,35,16,100,100,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,2,0,0,0,0,0,,,受到策略攻击伤害降低
