_key,heroid,cost,hero_type,hit_range,attack_base,defence_base,intel_base,speed_base,destroy_base,attack_grow,defence_grow,intel_grow,speed_grow,destroy_grow,skill_init,base_hero_id,icon_hero_id,hero_type_feature,season,book_type,valid_time,release_time,policy_id,title_heroid,achieve_heroid,free_forget_skill_activity_id,free_forget_skill_time,fashion,show_priority,balance_activity_id,balance_skill_reset,balance_policy_reset,balance_policy_time_limit,country,quality,sex,space_type,is_season_card,is_release,is_op,is_sp_card,is_memorize_card,is_baijia_hero,hero_type_availible,func_availible,name,author,description,birth_and_death_year,second_name,hero_features_availible,share_description,head_icon_ids,tag,facade_ex_hero_id,balance_description,country_name,quality_name
100681,100681,15,2,1,6500,4000,4000,3500,1700,62,39,39,34,98,200177,0,100197,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,2,0,0,0,0,0,0,0,0,"2,12",,西凉军,,西凉军普通步兵。,?,,,,10019701,,,,群,三星
100682,100682,20,2,1,7000,3800,3500,2900,1700,90,39,36,30,104,200175,0,100267,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,2,0,0,0,0,0,0,0,0,"2,22",,胡车儿,,@【史】@东汉末年武将，初从张绣，为其心腹猛将，勇冠三军，与贾诩交情甚佳。宛城大战后，张绣投降曹操，曹操爱胡车儿之骁勇，手以黄金与之。后胡车儿与张绣串通，盗走典韦的双戟并刺向典韦，使得典韦在张绣叛乱中战死。\n^【演】^在《三国演义》中，胡车儿“力能负五百斤，日行七百里”，且在张绣与曹操作战时，胡车儿把典韦灌醉了且盗取了典韦的双戟，使得典韦在跟张绣军作战时战死。,?,,,,10026701,,,,群,三星
100683,100683,30,3,2,9800,9100,6500,9600,600,216,187,65,168,42,200957,0,0,0,40003,0,0,1620786600,114058,0,100683,0,0,0,0,20049,1,0,0,2,4,0,0,0,1,0,0,0,0,"3,23,43",,曹彰,,@【史】@曹操之子。其胡须黄色，被曹操称为“黄须儿”。弱冠前喜搏猛虎，臂力过人、不善文章。代北乌桓无（能）臣氐等造反，曹彰引军往讨，大捷而归。后又降服辽东鲜卑大人轲比能。曹丕即位后，曹彰与诸侯就国。\n^【演】^在《三国演义》中，曹彰的生平与正史大体相同。在阳平为曹操助战，曹彰使一条长戟，大败刘封，斩蜀将吴兰。后来曹操逝世，世子曹丕继位；曹彰得知父亲病逝，便自长安引十万大军到洛阳；然而却被贾逵以片言折服，入宫交割军马后，便回鄢陵自守。\n\n@本武将设计建议来自：@\n@【48区（兵渡沪水）玩家：法承汇俊】@,?-223,子文,,矫矫元戎，雷动雨徂#横行燕代，威慑北胡,10068301,1,,,魏,五星
100684,100684,30,2,2,8500,9000,8300,4300,1300,124,212,133,56,137,200958,0,0,0,4,0,0,1619577000,314015,0,100684,0,0,0,0,0,0,0,0,4,4,0,0,0,1,0,0,0,0,"2,12,32",,程普,,@【史】@历仕孙坚、孙策、孙权三任君主。是吴国最年长的将军，人们都敬称其为“程公”。他曾跟随孙坚讨伐过黄巾、董卓，又助孙策平定江东。孙策死后，他与张昭等人共同辅佐孙权，并讨伐江东境内的山贼，功勋卓著。\n^【演】^在《三国演义》中，使用武器为铁脊蛇矛，为孙坚最早的部下。斩华雄手下胡轸，也是为孙坚提出计谋的将领。孙坚发现玉玺后，提议孙坚回家的计策。当孙坚和袁绍对立时，与黄盖，韩当一起和袁绍手下大将颜良、文丑对峙 。,?-210,德谋,,江表虎臣，鏖兵卫主#攻坚轧敌，兴王定覇,10068401,3,,,吴,五星
100685,100685,30,2,2,9600,8700,6700,4600,1400,213,195,73,64,121,200961,0,0,0,0,0,0,1627437600,110163,0,100685,0,0,0,0,20049,0,1,1766977200,2,4,0,0,0,1,0,0,0,0,"2,12,32",,乐进,,@【史】@曹魏名将。以胆识英烈而从曹操，随军多年，南征北讨，战功无数。从击袁绍于官渡，奋勇力战，斩袁绍部将淳于琼。又从击袁谭、袁尚于黎阳，斩其大将严敬。不久乐进别击黄巾、雍奴、管承，皆大破之。从平荆州，留屯襄阳，进击关羽、苏飞等人，击退其众，南郡诸郡的山谷蛮夷都前往乐进处投降。后世将其与张辽、张郃、于禁、徐晃并称为曹魏“五子良将”。\n^【演】^在《三国演义》中，乐进是曹操招贤时最早投靠的武将，可惜在小说整体表现并不出色，常与另一魏将李典共同登场。赤壁之战后，曹操留乐进与张辽、李典屯于合肥，以当孙权。其时孙权入寇，双方对阵，乐进忽施突袭，一骑马一口刀，如一道电光，折贾华、宋谦之双戟，几乎擒得孙权。后来与吴将凌统鏖战，得曹休之助，本可取胜，却被吴将甘宁发箭所伤，退入军中调治伤势。,?-218,文谦,,每临战攻，常为督率#奋强突固，无坚不陷,10068501,"1,7",,,魏,五星
100686,100686,100,3,3,800,800,800,800,800,8,8,8,8,8,200184,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,0,0,0,0,0,0,1,0,3,,率土六载,,袍泽之谊，觥筹交错，族阀崛兴。\n听床弩霹雳，兵合车错，坚城铁壁，石破天惊。\n烽火连城，临兵列阵，燎原之火照繁星。\n六载矣，江山多奇士，百家争鸣。\n\n神州画角连营，奉王命、千里行勇兵。\n奋胸中韬略，指挥若定；险中求胜，如履薄冰。\n纵有失离，不屈人下，卧薪尝胆更求精。\n抬头看，雨沐风吹后，仍是天青。,2021,,,,0,,,,群,五星
100687,100687,25,1,2,3600,6000,9000,5000,1100,73,121,164,67,70,200960,0,0,0,0,0,0,1634868000,410013,0,100687,0,0,0,0,0,0,0,0,4,4,1,0,0,1,0,0,0,0,"1,11,21",,小乔,,@【史】@东汉末年时期的美女，庐江皖县（今安徽潜山）人。乔公的次女，汉末名将周瑜之妾。\n^【演】^在《三国演义》中，她是庐江皖县乔国老次女，秀美绝伦，貌压群芳，又琴棋书画无所不通。周瑜攻取皖城，迎娶小乔为妻。周郎小乔英雄美女、郎才女貌 ，被流传为千古佳话。,?,,,国色双花相闰栽#周郎分得小枝来,10068701,6,,,吴,五星
100688,100688,100,3,3,800,800,800,800,800,8,8,8,8,8,200184,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,1,0,0,0,0,0,1,0,3,,新春侍女,,拜岁销疾厄，接福启令辰。同袍携美酒，共贺太平春。\n壬寅新春，祝各位主公平安喜乐，福禄长久！,2022,,,,10068801,,,,汉,五星
100689,100689,25,2,2,5100,7400,8300,3200,1800,69,151,129,56,125,200962,0,0,0,0,0,0,1643853600,210054,0,100689,0,0,0,0,0,0,0,0,3,4,0,0,0,1,0,0,0,0,"2,12,32",,刘禅,,@【史】@刘备之子。建安二十四年，刘备为汉中王，立刘禅为王太子。章武三年四月刘备崩逝于永安宫，四月刘禅袭位于成都，拜诸葛亮为相父，继续支持北伐。诸葛亮逝世后，继续重用蒋琬、费祎、董允，支持姜维进行北伐。后宠幸宦官黄皓，多有怠政。景耀六年，兴师出兵，邓艾率部进军成都，刘禅自请受降，移居洛阳，受封为安乐县公。西晋泰始七年，在洛阳去世，晋谥其为思公。\n^【演】^在《三国演义》中，据传刘禅之母甘夫人因夜梦仰吞北斗而怀孕，故称小名为阿斗。幼时遭受战乱，幸得重将维护，曾在长坂坡被赵云七进七出救出敌阵。国亡投降后，移居洛阳，曾被司马昭试探是否仍思念蜀国，答道“此间乐，不思蜀也”。,207-271,公嗣,,既以幼冲继大统#岂无长志讨凶逆,10068901,6,,,蜀,五星
100690,100690,20,1,2,4500,7800,7100,4300,900,56,112,164,76,92,200963,0,0,0,0,0,0,1643508000,310043,0,100690,0,0,0,0,0,0,0,0,5,4,1,0,0,1,0,0,0,0,"1,11,31",,西施,,@【史】@春秋时期越国民女，中国四大美女之一，相传浣纱时鱼因感其美貌而忘记游水，沉于水底，后世称其有“沉鱼”之美。春秋吴越之争时，越王将她献于吴王，以惑其心，乱其谋。吴王沉湎于西施美色，兴建姑苏台，日日玩乐而荒废政事，最终被越王灭国。,?,,,悲莫悲兮生别离#姑苏台上谁人知,10069001,6,,,群,五星
100691,100691,30,2,2,8900,8800,7300,4800,1700,181,180,89,77,132,200965,0,0,0,4,0,0,0,114176,0,100691,0,0,0,0,0,0,0,0,3,4,0,0,0,1,0,0,0,0,"2,12,22",,周仓,,^【演】^在《三国演义》中，周仓为身材高大、黑面虬髯的关西大汉，黄巾军出身。关羽千里寻兄之时请求跟随，自此对关羽忠心不二；在听说关羽兵败被害后，周仓也自刎而死。,?-219,元福,,执鞭随蹬鞍马前#一生侍奉武圣边,10069101,1,,,蜀,五星
100692,100692,30,3,2,5900,8700,9500,9200,400,68,155,223,152,31,200966,0,0,0,40003,0,0,0,214055,0,100692,0,0,0,0,0,0,0,0,5,4,0,0,0,1,0,0,0,0,"3,13,23",,田丰,,@【史】@东汉末年袁绍部下谋臣，官至冀州别驾。其为人刚直，曾多次向袁绍进言而不被采纳，曹操部下谋臣荀彧曾评价他“刚而犯上”。后因谏阻袁绍征伐曹操而被袁绍下令监禁。官渡之战后，田丰被袁绍所害。\n^【演】^在《三国演义》中，田丰博览多识，权略多奇，曾在朝中任侍御史，因不满宦官专权，弃官归家。袁绍起兵讨伐董卓，应其邀请，出任别驾，以图匡救王室之志。后袁绍用田丰谋略，消灭公孙瓒，平定河北，虎据四州。官渡之战，田丰建议据险固守，分兵抄掠的疲敌策略，乃至强谏，被袁绍以为沮众，械系牢狱。建安五年，袁绍官渡战败，因羞见田丰而害。,?-200,元皓,,天姿瑰杰尽忠言#权略多奇难回天,10069201,6,,,群,五星
100693,100693,25,1,3,8100,9400,9300,5800,1300,91,133,197,82,72,200968,0,0,0,0,0,0,0,110190,0,100693,0,0,0,0,0,0,0,0,1,4,0,0,0,1,0,0,0,0,"1,11,21",,王允,,@【史】@东汉末年大臣。王允出身官宦世家。他十九岁就开始任公职，壮年时任豫州刺史。因为在和中常侍张让的斗争中失败，王允被迫去官隐居，在中平六年，何进掌权之后重新出仕，历任从事中郎和河南尹。在何进被宦官所害，董卓掌权时，他已经代替杨彪成为了司徒兼尚书令。\n身为地方官勤政爱民，由于朝廷腐败而被迫在此为官，从而密谋诛灭董卓。董卓死后，王允与吕布共执朝政，但是董卓余党李傕、郭汜、樊稠等率军攻破长安，吕布出逃，王允被处死，时年56岁。\n^【演】^在《三国演义》中，他是貂蝉的义父，貂蝉是造成吕布和董卓反目，以致于吕布最终诛灭了董卓的主要原因。,137-192,子师,,心怀家国恨#眉锁庙堂忧,10069301,"2,4",,,汉,五星
100694,100694,15,3,3,6800,7200,7000,8800,300,70,66,60,92,10,200969,0,0,0,0,0,0,0,410014,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,1,0,0,0,0,"3,13,23",,张邈,,@【史】@东汉末年陈留太守。张邈年少侠义，常接济贫困，故被称为“八厨”之一。董卓废少立献后，张邈与曹操率先举兵讨董，参加汴水之战，后归附于曹操。吕布背叛袁绍后，张邈与之私交，引袁绍愤而要求曹操诛杀张邈，虽然曹操拒绝了，但是张邈仍惴惴不安。于是在兴平元年（194年），曹操讨伐陶谦时，张邈联合陈宫等人发动叛乱，兵败，投奔徐州牧刘备。兴平二年（195年）张邈在向袁术借兵途中被部下所杀。\n^【演】^在《三国演义》中，张邈的形象与正史基本相符。作为陈留太守，张邈是讨伐董卓的第六镇诸侯。后经陈宫劝说背叛曹操，与曹操作战失败后，投奔袁术。,?-195,孟卓,,,10069401,"5,6",,,汉,四星
100695,100695,20,3,2,8200,7800,5200,8900,200,83,77,54,94,9,200970,0,0,0,0,0,0,0,110191,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,1,0,0,0,0,"3,13,23",,刘岱,,@【史】@汉东汉末年兖州刺史，家世显赫，素负盛名。董卓倒行逆施后各地群雄起兵，兖州刺史刘岱与张邈等屯兵酸枣，以袁绍为首打出讨董旗号。后袁绍与公孙瓒不和，谋士程昱建议刘岱帮助袁绍，后公孙瓒果然大败。初平三年青州黄巾军攻打兖州，刘岱不顾济北相鲍信劝阻，坚持出战，结果兵败被杀。\n^【演】^在《三国演义》中，刘岱初登场时为讨董联军第四镇诸侯。青州黄巾军大举进犯兖州，于曹操取兖州时降曹操。后刘岱引兵攻打刘备所在的徐州，被张飞生擒。返回许都后，曹操黜罢其爵禄。,?-192,公山,,,10069501,1,,,汉,四星
100696,100696,20,1,3,7700,8000,8300,5600,1100,64,70,92,63,67,200971,0,0,0,0,0,0,0,210060,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,1,0,0,0,0,"1,11,21",,孔融,,@【史】@东汉末年文学家，“建安七子”之一，家学渊源，为孔子的二十世孙。其人少有异才，勤奋好学，性好宾客，喜抨议时政，言辞激烈，后因触怒曹操而为其所害。\n^【演】^在《三国演义》中，孔融形象与正史相似。十八路诸侯起兵讨董卓，孔融为第十镇。后黄巾将领管亥率兵数万围北海，孔融与之战不利，幸得太史慈求救于刘备。后召还为太中大夫，曹操征荆州时，孔融劝阻，被曹操叱退。孔融口出怨言，为郗虑宾客所听闻。郗虑素来与孔融不睦，于是将此事告诉曹操，孔融被下狱弃市。,153-208,文举,,,10069601,6,,,汉,四星
100697,100697,25,1,3,6900,8200,8400,4500,1300,64,83,90,43,72,200972,0,0,0,0,0,0,0,210061,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,1,0,0,0,0,"1,21,31",,陶谦,,@【史】@汉末群雄之一。最初为诸生，在州郡任职，被举茂才，历任舒、卢二县令、幽州刺史、议郎，性格刚直，有大志。后随左车骑将军皇甫嵩对抗北宫伯玉，任扬武校尉，之后又随张温征韩遂、边章。\n^【演】^在《三国演义》中，陶谦被描述成一副和蔼可亲的老实善人形象，是为参与讨伐董卓的诸侯之一。由于曹操来犯，请求孔融、刘备救援。后来病倒，恳求刘备治理徐州。,132-194,恭祖,,,10069701,"5,6",,,汉,四星
100698,100698,25,2,2,6500,7700,8700,4000,1800,70,72,126,42,119,200973,0,0,0,0,0,0,0,210062,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,1,0,0,0,0,"2,12,22",,简雍,,@【史】@简雍擅于辩论、议事，官拜昭德将军，地位次于麋竺。其人性情简单直接、不拘小节。年少时便与刘备相识，后跟随刘备奔走。常作为谈客，往来使命，刘备围成都时，简雍劝说刘璋投降。\n^【演】^在《三国演义》中，简雍形象与正史相似。与刘备同乡。随其周旋，任幕宾。刘备投袁绍，后想要离去，简雍为其设计脱身。刘璋投降时，以简雍为使，简雍坐于车中，有意的傲睨自若，为秦宓所斥责。不久，拜简雍为昭德将军。,?,宪和,,,10069801,2,,,蜀,四星
100699,100699,25,1,3,6200,8000,8500,4200,1000,62,84,132,44,63,200974,0,0,0,0,0,0,0,110192,0,0,0,0,0,0,0,0,0,0,2,3,0,0,0,1,0,0,0,0,"1,11,21",,华歆,,@【史】@华歆，汉末曹魏名臣，官至司徒、太尉。华歆年轻时便名闻山东，曾被时为大将军的何进征召担任尚书郎。因董卓作乱，华歆自请为县令，在上任途中被袁术所留。后因袁术不愿出兵伐董，华歆遂离开袁术担任豫章太守，担任太守期间深得百姓爱戴。华歆欣赏孙策之能，成为了孙策上宾。华歆后被曹操以天子名义征召担任议郎，是迫使汉献帝禅让帝位的主要参与者之一。\n^【演】^在《三国演义》中，华歆被描写成一个趋炎附势、助纣为虐的政客。演义中华歆为豫章太守，在孙策崛起江东之际降于孙策麾下，但直到孙权时皆未获重用。后作为吴使臣觐见曹操，随即被曹操任命为大理寺卿，留在朝廷。曹丕欲篡汉自立时，华歆自行草诏，并威逼汉献帝承认，成为曹魏开国功臣。,157-232,子鱼,,,10069901,2,,,魏,四星
100700,100700,25,1,2,7500,8800,7000,4200,1300,80,144,72,57,72,200975,0,0,0,0,0,0,0,110193,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,1,0,0,0,0,"1,21,31",,朱治,,@【史】@三国时期吴国武将，东吴名将朱然之嗣父。早年随从孙坚、孙策征伐，又辅助孙权，稳定江东，功勋卓著。此后长期居住在吴郡，孙权为吴王，拜其为安国将军，配金印紫绶，徙封毗陵侯。每次进见，孙权都亲自迎接。黄武三年（224年）卒，年六十九。\n^【演】^在《三国演义》中，朱治生平与正史大体相当，为孙坚旧将，孙坚阵亡后，孙策附袁术，朱治、吕范为之定计，用玉玺向袁术借兵夺取江东。孙策平定东路后，任命朱治为吴郡太守，收军返回江东。后来赤壁之战，大都督周瑜令朱治、吕范为四方巡警使，催督六郡官军。,156-224,君理,,,10070001,3,,,吴,四星
100701,100701,30,3,2,7800,9000,9400,8500,500,117,166,222,142,45,200983,0,0,0,0,0,0,0,110195,0,100701,0,0,0,0,0,0,0,0,6,4,0,0,0,1,0,0,0,0,"3,13,23",,司马师,,@【史】@司马懿和张春华之长子，司马昭之兄，司马炎之伯父。文雅风度，雄才大略，遇事沉着冷静。\n曹芳时期，担任散骑常侍、中护军，严格选拔官员。在高平陵之变中，司马师阴养三千死士，为司马懿战胜曹爽立下大功。司马懿死后，任大将军，都督中外诸军、录尚书事，独揽军政大权，成为曹魏最大权臣。\n在朝堂行废立之事，立高贵乡公曹髦为帝。平定毌丘俭、文钦叛乱，返回途中病故。是西晋王朝的奠基人，死时年仅四十八岁，谥号忠武。后被追尊为晋景王。西晋时被追尊为晋景帝，庙号世宗。\n^【演】^在《三国演义》中，司马师多次随司马懿共同参与讨伐孟达、防守诸葛亮北伐、火烧上方谷等事件。其余事迹与正史相似。,208-255,子元,,垂翼暗藏三千羽#只等好风上青云,10070101,"4,2",,,晋,五星
100702,100702,30,3,2,8200,8300,9100,9200,500,123,168,199,154,45,200984,0,0,0,0,0,0,0,110196,0,100702,0,0,0,0,0,0,0,0,6,4,0,0,0,1,0,0,0,0,"3,13,23",,司马昭,,@【史】@司马师之弟，司马炎之父。三国时期曹魏权臣，西晋王朝的奠基人之一。司马昭早年随父亲司马懿抗击蜀汉，嘉平四年进为都督，与吴国大战于东关。司马师病逝后司马昭继其兄位，大权独揽，并率军镇压诸葛诞的反叛。魏甘露五年，魏帝曹髦愤而言左右称“司马昭之心，路人皆知也”，亲率宫人迎战司马昭。弑帝后的司马昭掌握实权，立曹奂为魏元帝后成功灭蜀。\n^【演】^在《三国演义》中，司马昭随司马懿、司马师共同参与讨伐孟达、防守诸葛亮北伐、火烧上方谷等事件。因为觉得曹髦不甘成为傀儡，司马昭担心不早处理会生变故，故授意贾充将其杀害。,211-265,子上,,移天换日无愧色#三代群策筹晋图,10070201,"6,2",,,晋,五星
100703,100703,35,2,3,6900,8900,8800,4200,1500,101,198,212,86,131,200985,0,0,0,0,0,0,0,110197,0,100703,0,0,0,0,0,0,0,0,6,4,0,0,0,1,0,0,0,0,"2,12,32",,司马炎,,@【史】@司马懿之孙，司马昭与王元姬的嫡长子，晋朝开国皇帝，成功统一三国，谥号武皇帝。\n最初以父勋入仕，封为北平亭侯。后担任中抚军，封新昌乡侯，又拜为抚军大将军、晋世子。后来逼迫魏元帝曹奂禅让，即位为帝，定国号为晋，史称西晋。即位之后，司马炎推行无为而治的宽容政治方略，使饱受战乱以及曹魏苛政的百姓得以休养生息，社会得以繁荣发展，史称“太康之治”。\n^【演】^在《三国演义》中，司马炎继承父亲司马昭的政治遗产后逼迫曹奂禅位，并发兵讨吴，一统三国，其余事迹与正史相似。,236-290,安世,,太康盛世同天下#兄弟阋墙埋祸根,10070301,6,,,晋,五星
100704,100704,35,3,3,10500,8500,2500,9900,300,248,205,38,200,27,200986,0,0,0,0,0,0,0,110198,0,100704,0,0,0,0,20049,1,0,0,6,4,0,0,0,1,0,0,0,0,"3,23,43",,文鸯,,@【史】@本名文俶，小名阿鸯，以文鸯之名流传于世。文钦之子，文虎之兄，是魏晋时期的名将。\n文鸯武艺非凡，在司马师行废立之事后，随父亲文钦与毌丘俭一同在淮南起兵反叛司马氏。曾以少量兵力冲击司马师大营，引发司马师病情加重，间接加速了司马师死亡。\n兵败后逃往吴国，随父亲文钦率军支援诸葛诞的反叛。因诸葛诞杀害文钦，文鸯与文虎重新归顺司马昭。\n西晋时期，任平虏护军，曾督凉秦雍三州军事，大破鲜卑首领秃发树机能，名闻天下。\n后迁东夷校尉，假节，上任前被晋武帝司马炎借口免官。又因诸葛诞外孙东安公司马繇诬陷文鸯谋反，被夷三族，年仅五十四岁。\n^【演】^在《三国演义》中，文鸯本名为文淑。文鸯在毌丘俭、文钦叛乱和诸葛诞叛乱中登场，具体事迹与正史相似。,238-291,次骞,,独退雄兵胆气高#摧锋陷阵显英豪,10070401,"1,4",,,晋,五星
100705,100705,35,1,3,8400,8600,9500,5000,600,155,158,229,92,53,200987,0,0,0,0,0,0,0,110199,0,100705,0,0,0,0,0,0,0,0,6,4,0,0,0,1,0,0,0,0,"1,11,21",,杜预,,@【史】@三国魏晋时期军事家、经学家、律学家。\n曹魏尚书仆射杜畿之孙、散骑常侍杜恕之子，因杜恕与司马懿不和，故而杜预久未得用。司马昭掌权期间，娶高陆公主，拜尚书郎，袭祖爵丰乐亭侯。\n后转参相府军事，历任镇西长史、河南尹、安西军司、秦州刺史、东羌校尉、轻车将军等职，假节，之后又担任度支尚书。\n积极支持司马炎的灭吴战略，羊祜去世前推荐杜预接替，于是杜预又担任镇南大将军、都督荆州诸军事，是灭吴之战的统帅之一，以功封当阳县侯。又任司隶校尉，加位特进，卒于任上。\n杜预博学多才，与贾充一起修《晋律》，并进行注解；所撰《春秋左氏经传集解》流传至今；兴修水利，勤于讲武，被称为“杜父”。又因精通多才，被誉为“杜武库”。同时也因最喜欢左传，自称“左传癖”。\n是明朝之前唯一一位同时进入文庙和武庙之人。\n^【演】^在《三国演义》中，杜预登场于最后一回，受羊祜病危之时的举荐，担任镇南大将军参与伐吴，击败孙歆、陆景、伍延，并上表司马炎劝其继续进军，使司马炎下定决心，下令征进。最终吴主孙皓投降，三分归一统。,222-285,元凯,,后世无叛由杜翁#孰识智名与勇功,10070501,"1,2",,,晋,五星
100706,100706,25,1,3,6900,6700,8900,6600,1100,84,103,165,91,112,200988,0,0,0,0,0,0,0,210063,0,100706,0,0,0,0,0,0,0,0,6,4,1,0,0,1,0,0,0,0,"1,11,31",,王元姬,,@【史】@文明王皇后，讳元姬。西晋时期皇后，是曹魏司徒王朗的孙女、中领军王肃的女儿。\n嫁给洛阳中郎将司马昭，生下司马炎与司马攸。其人颇有远见，预言钟会谋反之事。\n晋武帝司马炎即位后，尊为皇太后，居住于崇化宫。身处太后之位，提倡节俭，身体力行，作为后宫表率。\n泰始四年（268年），王元姬崩逝，终年五十二岁，谥号文明，与晋文帝司马昭合葬于崇阳陵。\n^【演】^在《三国演义》中，王元姬仅作为为王肃之女、司马昭之妻、司马炎和司马攸之母出场一次，没有任何事迹。,217-268,,,谧静明行兴晋道#俭嘉忧民结赤心,10070601,"6,5",,,晋,五星
100707,100707,30,2,2,8800,8400,8500,5200,1500,162,155,157,78,135,200989,0,0,0,0,0,0,0,110200,0,100707,0,0,0,0,0,0,0,0,6,4,0,0,0,1,0,0,0,0,"2,12,22",,卫瓘,,@【史】@魏晋时期重臣、书法家。早年担任曹魏尚书郎，历任散骑常侍、侍中、廷尉。在魏灭蜀之战中，以镇西军司的身份，持节监军，蜀汉灭亡后，受命逮捕邓艾，之后平定钟会、姜维的叛乱，并命令田续杀害邓艾父子，因此被名将杜预批评。以功封镇东将军，都督徐州诸军事，封菑阳侯。西晋时期，进爵为公，累迁征东将军、征东大将军、征北大将军，历任青州刺史、青州牧、幽州刺史，在青州、幽州颇有建树。后徵拜尚书令，加侍中，历任司空、太子少傅、太保，录尚书事，在朝堂有巨大影响力。在贾南风发动的政变中，不肯对抗矫诏的楚王司马玮，满门遇害。卫瓘擅长草书，与索靖并称「一台二妙」，书法影响极为深远。\n^【演】^在《三国演义》中，卫瓘生平与正史相似，在魏灭蜀之战中以监军身份登场，劝阻钟会斩杀诸葛绪，然后奉司马昭之命，逮捕邓艾，随后在钟会叛乱时，率领众将击败钟会、姜维，并因为害怕邓艾报复，派遣田续谋害了邓艾父子，之后留守成都，再未出场。,220-291,伯玉,,托醉直言惜龙座#就戮曲心留忠名,10070701,6,,,晋,五星
100708,100708,25,2,3,4300,8100,9700,3800,1600,59,150,210,59,117,200990,0,0,0,4,0,0,0,414015,0,100708,0,0,0,0,20049,0,1,1766977200,6,4,0,0,0,1,0,0,0,0,"2,12,32",,贾充,,@【史】@三国魏晋时期重臣，贾逵晚年之子，西晋开国功臣。参与平定毌丘俭、文钦叛乱，并献计平定诸葛诞叛乱。在魏帝曹髦进攻司马昭之时，指使太子舍人成济当众杀害曹髦。晋朝时，累迁车骑将军、散骑常侍、尚书仆射、司空、太尉，被封为鲁郡公。两个女儿分别嫁给司马攸与司马衷，深受司马氏信任。在平吴之战担任大都督、假黄钺。负责晋国法律的制定，卓有成效。死后追赠太宰，礼官建议谥号为荒，被司马炎否定后，重新建议谥号为武。\n^【演】^在《三国演义》中，贾充生平与正史相似，试探诸葛诞并献计平定诸葛诞叛乱，而且更加明目张胆的下令让成济杀害曹髦，还因此被投降的吴主孙皓出言讥讽。,217-282,公闾,,未必有愧前朝事#能把宫门做龙门,10070801,"5,2",,,晋,五星
100709,100709,30,2,2,5100,8500,8100,3500,1800,103,186,201,65,143,200991,0,0,0,4,0,0,0,214064,0,100709,0,0,0,0,20049,1,1,1766977200,6,4,0,0,0,1,0,0,0,0,"2,12,22",,羊祜,,@【史】@泰山名门羊氏之后，早年在曹魏政权中担任中书郎等职。高平陵事变前，曾拒绝曹爽的征辟，进而避免卷入政变之中。\n晋代魏之后，出任车骑将军，都督荆州军事，与东吴名将陆抗对峙荆州。在西陵之战中，被陆抗绝其粮道，败于陆抗。战败后，羊祜认识到平吴不宜操之过急，于是采用怀柔以及逐步蚕食的策略。在荆州任职期间，屯田兴学，以德怀柔，深得晋吴边境军民之心，其与陆抗交好的事迹被后世称为“羊陆之交”。\n羊祜去世时，向晋武帝献计伐吴，并推荐杜预作为接班人，晋武帝依其计策灭吴，完成一统。\n^【演】^在《三国演义》中，羊祜生平与正史相似。在前线都督时提倡信义，并与东吴将领陆抗彼此交好。年老以病辞归后，向晋主司马炎献上灭吴之策，并推荐了杜预。司马炎依计完成了平吴大业，一统三国。,221-278,叔子,,谋局韬光堪十年#遗策平吴一载间,10070901,"3,2",,,晋,五星
100710,100710,25,2,2,5600,8300,8400,3600,2000,54,100,143,44,114,200997,0,0,0,0,0,0,0,110201,0,0,0,0,0,0,0,0,0,0,2,3,0,0,0,1,0,0,0,0,"2,12,22",,嵇康,,@【史】@“竹林七贤”之一，三国时期著名文学家、思想家、音乐家，官至中散大夫。嵇康激烈地抨击世俗规范，主张顺应自然，保全天性，积极推广服食养生理论，在当时具有极高的声望与影响力，后因司马昭忌惮其言论会影响到司马氏政权，于吕安案中被处死。嵇康死后，其思想主张在东晋与南朝备受推崇，成为了魏晋玄学的重要构成理论。嵇康著有《嵇康集》、《养生论》、《声无哀乐论》等，其作曲《广陵散》，给后人留下了广陵绝响的典故。,223-263,叔夜,,,10071001,"5,6",,,魏,四星
100711,100711,25,2,2,3400,6600,8000,3900,2300,33,63,136,52,149,200998,0,0,0,0,0,0,0,210065,0,0,0,0,0,0,0,0,0,0,6,3,0,0,0,1,0,0,0,0,"2,12,22",,刘伶,,@【史】@魏晋名士，“竹林七贤”之一。沛国人，淡泊名利，沉默寡言，嗜酒。曾担任建威参军。泰始初年，因无为而治的对策而被朝中视为无用，因此遭到罢免。豁达机敏，曾著有《酒德颂》。后寿终正寝。,?-300,伯伦,,,10071101,6,,,晋,四星
